,county,deductions_of_all_returns_in_thousands,dependent_exemptions_of_all_returns_in_thousands,income_class,income_class_sort_order,number_of_all_returns,ny_agi_of_all_returns_in_thousands,place_of_residence,place_of_residence_sort_order,resident_type,state,tax_before_credits_of_all_returns_in_thousands,tax_liability_of_all_returns_in_thousands,tax_year,taxable_income_of_all_returns_in_thousands,difference_in_rates,dual_status,expected_rate_per_100,medicaid_county_population,medicaid_ppv_events,observed_rate_per_100,patient_county,risk_adjusted_rate_per_100,year
613,Cortland,23444.354,1379,"75,000 - 99,999",9,1464,126826.168,Cortland,17,Full-Year Resident,New York,5692.146,5189.015,2014,102002.814,0.85,Total,29.22,13409,4032,30.07,Cortland,31.66,2014
614,Cortland,23444.354,1379,"75,000 - 99,999",9,1464,126826.168,Cortland,17,Full-Year Resident,New York,5692.146,5189.015,2014,102002.814,1.11,Non-Dual,29.9,11245,3487,31.01,Cortland,33.03,2014
615,Cortland,27163.416,1662,"100,000 - 199,999",10,1505,194233.785,Cortland,17,Full-Year Resident,New York,10161.242,9402.813,2014,165408.369,-0.72,Dual,25.91,2164,545,25.18,Cortland,23.29,2014
616,Cortland,27163.416,1662,"100,000 - 199,999",10,1505,194233.785,Cortland,17,Full-Year Resident,New York,10161.242,9402.813,2014,165408.369,0.85,Total,29.22,13409,4032,30.07,Cortland,31.66,2014
617,Cortland,27163.416,1662,"100,000 - 199,999",10,1505,194233.785,Cortland,17,Full-Year Resident,New York,10161.242,9402.813,2014,165408.369,1.11,Non-Dual,29.9,11245,3487,31.01,Cortland,33.03,2014
618,Cortland,2647.811,116,"200,000 - 249,999",11,132,29204.566,Cortland,17,Full-Year Resident,New York,1758.881,1614.139,2014,26440.755,-0.72,Dual,25.91,2164,545,25.18,Cortland,23.29,2014
619,Cortland,2647.811,116,"200,000 - 249,999",11,132,29204.566,Cortland,17,Full-Year Resident,New York,1758.881,1614.139,2014,26440.755,0.85,Total,29.22,13409,4032,30.07,Cortland,31.66,2014
620,Cortland,2647.811,116,"200,000 - 249,999",11,132,29204.566,Cortland,17,Full-Year Resident,New York,1758.881,1614.139,2014,26440.755,1.11,Non-Dual,29.9,11245,3487,31.01,Cortland,33.03,2014
621,Cortland,2636.906,118,"250,000 - 499,999",12,110,37290.191,Cortland,17,Full-Year Resident,New York,2335.544,1876.098,2014,34535.285,-0.72,Dual,25.91,2164,545,25.18,Cortland,23.29,2014
622,Cortland,2636.906,118,"250,000 - 499,999",12,110,37290.191,Cortland,17,Full-Year Resident,New York,2335.544,1876.098,2014,34535.285,0.85,Total,29.22,13409,4032,30.07,Cortland,31.66,2014
623,Cortland,2636.906,118,"250,000 - 499,999",12,110,37290.191,Cortland,17,Full-Year Resident,New York,2335.544,1876.098,2014,34535.285,1.11,Non-Dual,29.9,11245,3487,31.01,Cortland,33.03,2014
624,Cortland,934.437,31,"500,000 and over",13,30,33680.437,Cortland,17,Full-Year Resident,New York,2546.259,2347.108,2014,32715,-0.72,Dual,25.91,2164,545,25.18,Cortland,23.29,2014
625,Cortland,934.437,31,"500,000 and over",13,30,33680.437,Cortland,17,Full-Year Resident,New York,2546.259,2347.108,2014,32715,0.85,Total,29.22,13409,4032,30.07,Cortland,31.66,2014
626,Cortland,934.437,31,"500,000 and over",13,30,33680.437,Cortland,17,Full-Year Resident,New York,2546.259,2347.108,2014,32715,1.11,Non-Dual,29.9,11245,3487,31.01,Cortland,33.03,2014
627,Cortland,207680.223,9961.976,Total,14,20105,840873.194,Cortland,17,Full-Year Resident,New York,36349.686,29039.848,2014,639054.386,-0.72,Dual,25.91,2164,545,25.18,Cortland,23.29,2014
628,Cortland,207680.223,9961.976,Total,14,20105,840873.194,Cortland,17,Full-Year Resident,New York,36349.686,29039.848,2014,639054.386,0.85,Total,29.22,13409,4032,30.07,Cortland,31.66,2014
629,Cortland,207680.223,9961.976,Total,14,20105,840873.194,Cortland,17,Full-Year Resident,New York,36349.686,29039.848,2014,639054.386,1.11,Non-Dual,29.9,11245,3487,31.01,Cortland,33.03,2014
630,Delaware,5442.586,0,"Under 5,000",1,3775,-3855.663,Delaware,18,Full-Year Resident,New York,7.949,-359.495,2014,198.369,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
631,Delaware,5442.586,0,"Under 5,000",1,3775,-3855.663,Delaware,18,Full-Year Resident,New York,7.949,-359.495,2014,198.369,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
632,Delaware,5442.586,0,"Under 5,000",1,3775,-3855.663,Delaware,18,Full-Year Resident,New York,7.949,-359.495,2014,198.369,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
633,Delaware,12141.897,23.585,"5,000 - 9,999",2,1839,13649.529,Delaware,18,Full-Year Resident,New York,59.348,-325.086,2014,1484.047,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
634,Delaware,12141.897,23.585,"5,000 - 9,999",2,1839,13649.529,Delaware,18,Full-Year Resident,New York,59.348,-325.086,2014,1484.047,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
635,Delaware,12141.897,23.585,"5,000 - 9,999",2,1839,13649.529,Delaware,18,Full-Year Resident,New York,59.348,-325.086,2014,1484.047,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
636,Delaware,30025.584,1072.833,"10,000 - 19,999",3,3054,45250.608,Delaware,18,Full-Year Resident,New York,574.528,-862.696,2014,14152.191,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
637,Delaware,30025.584,1072.833,"10,000 - 19,999",3,3054,45250.608,Delaware,18,Full-Year Resident,New York,574.528,-862.696,2014,14152.191,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
638,Delaware,30025.584,1072.833,"10,000 - 19,999",3,3054,45250.608,Delaware,18,Full-Year Resident,New York,574.528,-862.696,2014,14152.191,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
639,Delaware,26926.651,1291,"20,000 - 29,999",4,2431,60219.046,Delaware,18,Full-Year Resident,New York,1412.675,274.998,2014,32001.395,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
640,Delaware,26926.651,1291,"20,000 - 29,999",4,2431,60219.046,Delaware,18,Full-Year Resident,New York,1412.675,274.998,2014,32001.395,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
641,Delaware,26926.651,1291,"20,000 - 29,999",4,2431,60219.046,Delaware,18,Full-Year Resident,New York,1412.675,274.998,2014,32001.395,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
642,Delaware,21484.451,1002,"30,000 - 39,999",5,1852,64521.418,Delaware,18,Full-Year Resident,New York,2007.273,1412.765,2014,42034.967,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
643,Delaware,21484.451,1002,"30,000 - 39,999",5,1852,64521.418,Delaware,18,Full-Year Resident,New York,2007.273,1412.765,2014,42034.967,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
644,Delaware,21484.451,1002,"30,000 - 39,999",5,1852,64521.418,Delaware,18,Full-Year Resident,New York,2007.273,1412.765,2014,42034.967,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
645,Delaware,17875.261,931,"40,000 - 49,999",6,1463,65522.883,Delaware,18,Full-Year Resident,New York,2347.739,1971.971,2014,46716.622,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
646,Delaware,17875.261,931,"40,000 - 49,999",6,1463,65522.883,Delaware,18,Full-Year Resident,New York,2347.739,1971.971,2014,46716.622,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
647,Delaware,17875.261,931,"40,000 - 49,999",6,1463,65522.883,Delaware,18,Full-Year Resident,New York,2347.739,1971.971,2014,46716.622,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
648,Delaware,15497.566,770,"50,000 - 59,999",7,1166,63710.169,Delaware,18,Full-Year Resident,New York,2470.176,2171.805,2014,47442.603,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
649,Delaware,15497.566,770,"50,000 - 59,999",7,1166,63710.169,Delaware,18,Full-Year Resident,New York,2470.176,2171.805,2014,47442.603,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
650,Delaware,15497.566,770,"50,000 - 59,999",7,1166,63710.169,Delaware,18,Full-Year Resident,New York,2470.176,2171.805,2014,47442.603,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
651,Delaware,16569.701,856,"60,000 - 74,999",8,1132,75726.153,Delaware,18,Full-Year Resident,New York,3131.878,2800.939,2014,58300.452,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
652,Delaware,16569.701,856,"60,000 - 74,999",8,1132,75726.153,Delaware,18,Full-Year Resident,New York,3131.878,2800.939,2014,58300.452,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
653,Delaware,16569.701,856,"60,000 - 74,999",8,1132,75726.153,Delaware,18,Full-Year Resident,New York,3131.878,2800.939,2014,58300.452,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
654,Delaware,19629.694,1079,"75,000 - 99,999",9,1224,105488.233,Delaware,18,Full-Year Resident,New York,4734.365,4303.001,2014,84779.539,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
655,Delaware,19629.694,1079,"75,000 - 99,999",9,1224,105488.233,Delaware,18,Full-Year Resident,New York,4734.365,4303.001,2014,84779.539,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
656,Delaware,19629.694,1079,"75,000 - 99,999",9,1224,105488.233,Delaware,18,Full-Year Resident,New York,4734.365,4303.001,2014,84779.539,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
657,Delaware,20884.255,1121,"100,000 - 199,999",10,1166,151188.054,Delaware,18,Full-Year Resident,New York,7972.858,7533.304,2014,129182.799,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
658,Delaware,20884.255,1121,"100,000 - 199,999",10,1166,151188.054,Delaware,18,Full-Year Resident,New York,7972.858,7533.304,2014,129182.799,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
659,Delaware,20884.255,1121,"100,000 - 199,999",10,1166,151188.054,Delaware,18,Full-Year Resident,New York,7972.858,7533.304,2014,129182.799,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
660,Delaware,1907.931,53,"200,000 - 249,999",11,85,18901.489,Delaware,18,Full-Year Resident,New York,1127.728,1040.675,2014,16940.558,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
661,Delaware,1907.931,53,"200,000 - 249,999",11,85,18901.489,Delaware,18,Full-Year Resident,New York,1127.728,1040.675,2014,16940.558,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
662,Delaware,1907.931,53,"200,000 - 249,999",11,85,18901.489,Delaware,18,Full-Year Resident,New York,1127.728,1040.675,2014,16940.558,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
663,Delaware,2059.146,39,"250,000 - 499,999",12,91,29724.943,Delaware,18,Full-Year Resident,New York,1869.713,1750.253,2014,27626.797,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
664,Delaware,2059.146,39,"250,000 - 499,999",12,91,29724.943,Delaware,18,Full-Year Resident,New York,1869.713,1750.253,2014,27626.797,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
665,Delaware,2059.146,39,"250,000 - 499,999",12,91,29724.943,Delaware,18,Full-Year Resident,New York,1869.713,1750.253,2014,27626.797,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
666,Delaware,1521.385,15,"500,000 and over",13,39,45391.76,Delaware,18,Full-Year Resident,New York,3360.752,3017.542,2014,43855.375,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
667,Delaware,1521.385,15,"500,000 and over",13,39,45391.76,Delaware,18,Full-Year Resident,New York,3360.752,3017.542,2014,43855.375,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
668,Delaware,1521.385,15,"500,000 and over",13,39,45391.76,Delaware,18,Full-Year Resident,New York,3360.752,3017.542,2014,43855.375,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
669,Delaware,191966.108,8253.418,Total,14,19317,735438.622,Delaware,18,Full-Year Resident,New York,31076.982,24729.976,2014,544715.714,18.77,Total,29.01,11898,5685,47.78,Delaware,50.68,2014
670,Delaware,191966.108,8253.418,Total,14,19317,735438.622,Delaware,18,Full-Year Resident,New York,31076.982,24729.976,2014,544715.714,20.69,Non-Dual,30.01,9605,4869,50.69,Delaware,53.8,2014
671,Delaware,191966.108,8253.418,Total,14,19317,735438.622,Delaware,18,Full-Year Resident,New York,31076.982,24729.976,2014,544715.714,10.52,Dual,25.07,2293,816,35.59,Delaware,34,2014
672,Dutchess,29800.18,0,"Under 5,000",1,19483,-67856.878,Dutchess,19,Full-Year Resident,New York,70.276,-865.446,2014,1755.127,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
673,Dutchess,29800.18,0,"Under 5,000",1,19483,-67856.878,Dutchess,19,Full-Year Resident,New York,70.276,-865.446,2014,1755.127,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
674,Dutchess,29800.18,0,"Under 5,000",1,19483,-67856.878,Dutchess,19,Full-Year Resident,New York,70.276,-865.446,2014,1755.127,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
675,Dutchess,63276.991,121.865,"5,000 - 9,999",2,10444,77558.135,Dutchess,19,Full-Year Resident,New York,566.571,-1105.734,2014,14159.279,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
676,Dutchess,63276.991,121.865,"5,000 - 9,999",2,10444,77558.135,Dutchess,19,Full-Year Resident,New York,566.571,-1105.734,2014,14159.279,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
677,Dutchess,63276.991,121.865,"5,000 - 9,999",2,10444,77558.135,Dutchess,19,Full-Year Resident,New York,566.571,-1105.734,2014,14159.279,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
678,Dutchess,146781.07,4424.608,"10,000 - 19,999",3,15927,235041.833,Dutchess,19,Full-Year Resident,New York,3413.477,-2135.518,2014,83836.155,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
679,Dutchess,146781.07,4424.608,"10,000 - 19,999",3,15927,235041.833,Dutchess,19,Full-Year Resident,New York,3413.477,-2135.518,2014,83836.155,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
680,Dutchess,146781.07,4424.608,"10,000 - 19,999",3,15927,235041.833,Dutchess,19,Full-Year Resident,New York,3413.477,-2135.518,2014,83836.155,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
681,Dutchess,141674,6313.054,"20,000 - 29,999",4,13132,326591.364,Dutchess,19,Full-Year Resident,New York,7966.374,2948.353,2014,178604.31,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
682,Dutchess,141674,6313.054,"20,000 - 29,999",4,13132,326591.364,Dutchess,19,Full-Year Resident,New York,7966.374,2948.353,2014,178604.31,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
683,Dutchess,141674,6313.054,"20,000 - 29,999",4,13132,326591.364,Dutchess,19,Full-Year Resident,New York,7966.374,2948.353,2014,178604.31,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
684,Dutchess,128089.804,6012.778,"30,000 - 39,999",5,11041,384481.633,Dutchess,19,Full-Year Resident,New York,12135.461,8890.634,2014,250379.051,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
685,Dutchess,128089.804,6012.778,"30,000 - 39,999",5,11041,384481.633,Dutchess,19,Full-Year Resident,New York,12135.461,8890.634,2014,250379.051,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
686,Dutchess,128089.804,6012.778,"30,000 - 39,999",5,11041,384481.633,Dutchess,19,Full-Year Resident,New York,12135.461,8890.634,2014,250379.051,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
687,Dutchess,110304.001,4758.369,"40,000 - 49,999",6,8763,392252.993,Dutchess,19,Full-Year Resident,New York,14201.847,12287.125,2014,277190.623,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
688,Dutchess,110304.001,4758.369,"40,000 - 49,999",6,8763,392252.993,Dutchess,19,Full-Year Resident,New York,14201.847,12287.125,2014,277190.623,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
689,Dutchess,110304.001,4758.369,"40,000 - 49,999",6,8763,392252.993,Dutchess,19,Full-Year Resident,New York,14201.847,12287.125,2014,277190.623,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
690,Dutchess,98832.877,4138,"50,000 - 59,999",7,7228,396720.991,Dutchess,19,Full-Year Resident,New York,15616.7,13934.412,2014,293750.114,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
691,Dutchess,98832.877,4138,"50,000 - 59,999",7,7228,396720.991,Dutchess,19,Full-Year Resident,New York,15616.7,13934.412,2014,293750.114,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
692,Dutchess,98832.877,4138,"50,000 - 59,999",7,7228,396720.991,Dutchess,19,Full-Year Resident,New York,15616.7,13934.412,2014,293750.114,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
693,Dutchess,134522.576,5863,"60,000 - 74,999",8,8957,602222.422,Dutchess,19,Full-Year Resident,New York,25320.521,23134.513,2014,461836.846,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
694,Dutchess,134522.576,5863,"60,000 - 74,999",8,8957,602222.422,Dutchess,19,Full-Year Resident,New York,25320.521,23134.513,2014,461836.846,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
695,Dutchess,134522.576,5863,"60,000 - 74,999",8,8957,602222.422,Dutchess,19,Full-Year Resident,New York,25320.521,23134.513,2014,461836.846,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
696,Dutchess,202447.587,9530.872,"75,000 - 99,999",9,11631,1010635.972,Dutchess,19,Full-Year Resident,New York,45170.323,41354.038,2014,798657.513,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
697,Dutchess,202447.587,9530.872,"75,000 - 99,999",9,11631,1010635.972,Dutchess,19,Full-Year Resident,New York,45170.323,41354.038,2014,798657.513,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
698,Dutchess,202447.587,9530.872,"75,000 - 99,999",9,11631,1010635.972,Dutchess,19,Full-Year Resident,New York,45170.323,41354.038,2014,798657.513,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
699,Dutchess,426559.667,21691.736,"100,000 - 199,999",10,19760,2698895.11,Dutchess,19,Full-Year Resident,New York,140526.474,131393.212,2014,2250643.707,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
700,Dutchess,426559.667,21691.736,"100,000 - 199,999",10,19760,2698895.11,Dutchess,19,Full-Year Resident,New York,140526.474,131393.212,2014,2250643.707,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
701,Dutchess,426559.667,21691.736,"100,000 - 199,999",10,19760,2698895.11,Dutchess,19,Full-Year Resident,New York,140526.474,131393.212,2014,2250643.707,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
702,Dutchess,59696.201,2915,"200,000 - 249,999",11,2394,530735.952,Dutchess,19,Full-Year Resident,New York,31120.084,29018.832,2014,468124.751,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
703,Dutchess,59696.201,2915,"200,000 - 249,999",11,2394,530735.952,Dutchess,19,Full-Year Resident,New York,31120.084,29018.832,2014,468124.751,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
704,Dutchess,59696.201,2915,"200,000 - 249,999",11,2394,530735.952,Dutchess,19,Full-Year Resident,New York,31120.084,29018.832,2014,468124.751,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
705,Dutchess,61528.214,2708,"250,000 - 499,999",12,2412,793476.33,Dutchess,19,Full-Year Resident,New York,49191.512,45543.435,2014,729240.116,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
706,Dutchess,61528.214,2708,"250,000 - 499,999",12,2412,793476.33,Dutchess,19,Full-Year Resident,New York,49191.512,45543.435,2014,729240.116,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
707,Dutchess,61528.214,2708,"250,000 - 499,999",12,2412,793476.33,Dutchess,19,Full-Year Resident,New York,49191.512,45543.435,2014,729240.116,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
708,Dutchess,29003.838,815,"500,000 and over",13,799,1108235.277,Dutchess,19,Full-Year Resident,New York,84780.755,78302.93,2014,1078416.439,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
709,Dutchess,29003.838,815,"500,000 and over",13,799,1108235.277,Dutchess,19,Full-Year Resident,New York,84780.755,78302.93,2014,1078416.439,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
710,Dutchess,29003.838,815,"500,000 and over",13,799,1108235.277,Dutchess,19,Full-Year Resident,New York,84780.755,78302.93,2014,1078416.439,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
711,Dutchess,1632517.006,69292.282,Total,14,131971,8488991.134,Dutchess,19,Full-Year Resident,New York,430080.375,382700.786,2014,6886594.031,1.49,Total,31.65,57276,18985,33.15,Dutchess,32.22,2014
712,Dutchess,1632517.006,69292.282,Total,14,131971,8488991.134,Dutchess,19,Full-Year Resident,New York,430080.375,382700.786,2014,6886594.031,1.13,Non-Dual,32.6,47862,16144,33.73,Dutchess,32.95,2014
713,Dutchess,1632517.006,69292.282,Total,14,131971,8488991.134,Dutchess,19,Full-Year Resident,New York,430080.375,382700.786,2014,6886594.031,3.06,Dual,27.11,9414,2841,30.18,Dutchess,26.66,2014
714,Erie,105088.55,1.978,"Under 5,000",1,67753,-35951.297,Erie,20,Full-Year Resident,New York,228.873,-4654.738,2014,5719.064,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
715,Erie,105088.55,1.978,"Under 5,000",1,67753,-35951.297,Erie,20,Full-Year Resident,New York,228.873,-4654.738,2014,5719.064,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
716,Erie,105088.55,1.978,"Under 5,000",1,67753,-35951.297,Erie,20,Full-Year Resident,New York,228.873,-4654.738,2014,5719.064,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
717,Erie,243577.863,491.503,"5,000 - 9,999",2,39634,295685.796,Erie,20,Full-Year Resident,New York,2065.188,-6247.377,2014,51616.43,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
718,Erie,243577.863,491.503,"5,000 - 9,999",2,39634,295685.796,Erie,20,Full-Year Resident,New York,2065.188,-6247.377,2014,51616.43,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
719,Erie,243577.863,491.503,"5,000 - 9,999",2,39634,295685.796,Erie,20,Full-Year Resident,New York,2065.188,-6247.377,2014,51616.43,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
720,Erie,579621.839,20297.876,"10,000 - 19,999",3,64098,946284.572,Erie,20,Full-Year Resident,New York,14101.891,-13971.931,2014,346364.857,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
721,Erie,579621.839,20297.876,"10,000 - 19,999",3,64098,946284.572,Erie,20,Full-Year Resident,New York,14101.891,-13971.931,2014,346364.857,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
722,Erie,579621.839,20297.876,"10,000 - 19,999",3,64098,946284.572,Erie,20,Full-Year Resident,New York,14101.891,-13971.931,2014,346364.857,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
723,Erie,505281.451,24497.097,"20,000 - 29,999",4,50142,1246256.413,Erie,20,Full-Year Resident,New York,32072.834,11287.982,2014,716477.865,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
724,Erie,505281.451,24497.097,"20,000 - 29,999",4,50142,1246256.413,Erie,20,Full-Year Resident,New York,32072.834,11287.982,2014,716477.865,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
725,Erie,505281.451,24497.097,"20,000 - 29,999",4,50142,1246256.413,Erie,20,Full-Year Resident,New York,32072.834,11287.982,2014,716477.865,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
726,Erie,424042.966,18936.823,"30,000 - 39,999",5,40351,1402586.638,Erie,20,Full-Year Resident,New York,47015.536,36737.588,2014,959606.849,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
727,Erie,424042.966,18936.823,"30,000 - 39,999",5,40351,1402586.638,Erie,20,Full-Year Resident,New York,47015.536,36737.588,2014,959606.849,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
728,Erie,424042.966,18936.823,"30,000 - 39,999",5,40351,1402586.638,Erie,20,Full-Year Resident,New York,47015.536,36737.588,2014,959606.849,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
729,Erie,336922.624,14287.987,"40,000 - 49,999",6,29953,1341177.604,Erie,20,Full-Year Resident,New York,51206.113,46207.198,2014,989966.993,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
730,Erie,336922.624,14287.987,"40,000 - 49,999",6,29953,1341177.604,Erie,20,Full-Year Resident,New York,51206.113,46207.198,2014,989966.993,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
731,Erie,336922.624,14287.987,"40,000 - 49,999",6,29953,1341177.604,Erie,20,Full-Year Resident,New York,51206.113,46207.198,2014,989966.993,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
732,Erie,280518.173,12648,"50,000 - 59,999",7,22970,1259055.431,Erie,20,Full-Year Resident,New York,51499.074,47782.613,2014,965889.258,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
733,Erie,280518.173,12648,"50,000 - 59,999",7,22970,1259055.431,Erie,20,Full-Year Resident,New York,51499.074,47782.613,2014,965889.258,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
734,Erie,280518.173,12648,"50,000 - 59,999",7,22970,1259055.431,Erie,20,Full-Year Resident,New York,51499.074,47782.613,2014,965889.258,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
735,Erie,366281.05,18408.151,"60,000 - 74,999",8,27114,1820935.38,Erie,20,Full-Year Resident,New York,78528.834,73432.26,2014,1436246.179,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
736,Erie,366281.05,18408.151,"60,000 - 74,999",8,27114,1820935.38,Erie,20,Full-Year Resident,New York,78528.834,73432.26,2014,1436246.179,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
737,Erie,366281.05,18408.151,"60,000 - 74,999",8,27114,1820935.38,Erie,20,Full-Year Resident,New York,78528.834,73432.26,2014,1436246.179,-5.03,Dual,28.02,38313,8809,22.99,Erie,19.65,2014
738,Erie,490847.689,27402,"75,000 - 99,999",9,32235,2789126.616,Erie,20,Full-Year Resident,New York,127925.062,120698.423,2014,2270876.927,-3.44,Total,32.21,247086,71080,28.77,Erie,27.48,2014
739,Erie,490847.689,27402,"75,000 - 99,999",9,32235,2789126.616,Erie,20,Full-Year Resident,New York,127925.062,120698.423,2014,2270876.927,-3.15,Non-Dual,32.98,208773,62271,29.83,Erie,28.8,2014
