,county,deductions_of_all_returns_in_thousands,dependent_exemptions_of_all_returns_in_thousands,income_class,income_class_sort_order,number_of_all_returns,ny_agi_of_all_returns_in_thousands,place_of_residence,place_of_residence_sort_order,resident_type,state,tax_before_credits_of_all_returns_in_thousands,tax_liability_of_all_returns_in_thousands,tax_year,taxable_income_of_all_returns_in_thousands,difference_in_rates,dual_status,expected_rate_per_100,medicaid_county_population,medicaid_ppv_events,observed_rate_per_100,patient_county,risk_adjusted_rate_per_100,year
3872,Niagara,142863.718,4913.799,"10,000 - 19,999",3,15797,232436.662,Niagara,35,Full-Year Resident,New York,3450.14,-2771.207,2013,84659.145,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3873,Niagara,123122.609,5974.534,"20,000 - 29,999",4,12198,302509.894,Niagara,35,Full-Year Resident,New York,7758.152,2962.875,2013,173412.751,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3874,Niagara,123122.609,5974.534,"20,000 - 29,999",4,12198,302509.894,Niagara,35,Full-Year Resident,New York,7758.152,2962.875,2013,173412.751,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3875,Niagara,123122.609,5974.534,"20,000 - 29,999",4,12198,302509.894,Niagara,35,Full-Year Resident,New York,7758.152,2962.875,2013,173412.751,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3876,Niagara,105306.494,5011.971,"30,000 - 39,999",5,9796,340701.418,Niagara,35,Full-Year Resident,New York,11198.83,8688.2,2013,230382.953,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3877,Niagara,105306.494,5011.971,"30,000 - 39,999",5,9796,340701.418,Niagara,35,Full-Year Resident,New York,11198.83,8688.2,2013,230382.953,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3878,Niagara,105306.494,5011.971,"30,000 - 39,999",5,9796,340701.418,Niagara,35,Full-Year Resident,New York,11198.83,8688.2,2013,230382.953,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3879,Niagara,83830.135,4041.959,"40,000 - 49,999",6,7087,317283.299,Niagara,35,Full-Year Resident,New York,11665.843,10357.329,2013,229411.205,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3880,Niagara,83830.135,4041.959,"40,000 - 49,999",6,7087,317283.299,Niagara,35,Full-Year Resident,New York,11665.843,10357.329,2013,229411.205,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3881,Niagara,83830.135,4041.959,"40,000 - 49,999",6,7087,317283.299,Niagara,35,Full-Year Resident,New York,11665.843,10357.329,2013,229411.205,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3882,Niagara,69632.695,3607,"50,000 - 59,999",7,5471,300200.63,Niagara,35,Full-Year Resident,New York,11926.939,10859.359,2013,226960.935,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3883,Niagara,69632.695,3607,"50,000 - 59,999",7,5471,300200.63,Niagara,35,Full-Year Resident,New York,11926.939,10859.359,2013,226960.935,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3884,Niagara,69632.695,3607,"50,000 - 59,999",7,5471,300200.63,Niagara,35,Full-Year Resident,New York,11926.939,10859.359,2013,226960.935,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3885,Niagara,90538.023,5046.265,"60,000 - 74,999",8,6408,429952.105,Niagara,35,Full-Year Resident,New York,18074.917,16512.77,2013,334367.817,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3886,Niagara,90538.023,5046.265,"60,000 - 74,999",8,6408,429952.105,Niagara,35,Full-Year Resident,New York,18074.917,16512.77,2013,334367.817,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3887,Niagara,90538.023,5046.265,"60,000 - 74,999",8,6408,429952.105,Niagara,35,Full-Year Resident,New York,18074.917,16512.77,2013,334367.817,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3888,Niagara,115126.383,6850,"75,000 - 99,999",9,7488,646539.446,Niagara,35,Full-Year Resident,New York,29404.135,27444.124,2013,524563.063,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3889,Niagara,115126.383,6850,"75,000 - 99,999",9,7488,646539.446,Niagara,35,Full-Year Resident,New York,29404.135,27444.124,2013,524563.063,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3890,Niagara,115126.383,6850,"75,000 - 99,999",9,7488,646539.446,Niagara,35,Full-Year Resident,New York,29404.135,27444.124,2013,524563.063,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3891,Niagara,146297.486,9437,"100,000 - 199,999",10,8174,1060386.185,Niagara,35,Full-Year Resident,New York,55851.015,53700.675,2013,904651.699,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3892,Niagara,146297.486,9437,"100,000 - 199,999",10,8174,1060386.185,Niagara,35,Full-Year Resident,New York,55851.015,53700.675,2013,904651.699,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3893,Niagara,146297.486,9437,"100,000 - 199,999",10,8174,1060386.185,Niagara,35,Full-Year Resident,New York,55851.015,53700.675,2013,904651.699,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3894,Niagara,11345.301,604,"200,000 - 249,999",11,504,110527.685,Niagara,35,Full-Year Resident,New York,6553.096,6399.255,2013,98578.384,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3895,Niagara,11345.301,604,"200,000 - 249,999",11,504,110527.685,Niagara,35,Full-Year Resident,New York,6553.096,6399.255,2013,98578.384,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3896,Niagara,11345.301,604,"200,000 - 249,999",11,504,110527.685,Niagara,35,Full-Year Resident,New York,6553.096,6399.255,2013,98578.384,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3897,Niagara,11535.782,474,"250,000 - 499,999",12,466,155755.015,Niagara,35,Full-Year Resident,New York,9705.756,9385.049,2013,143745.233,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3898,Niagara,11535.782,474,"250,000 - 499,999",12,466,155755.015,Niagara,35,Full-Year Resident,New York,9705.756,9385.049,2013,143745.233,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3899,Niagara,11535.782,474,"250,000 - 499,999",12,466,155755.015,Niagara,35,Full-Year Resident,New York,9705.756,9385.049,2013,143745.233,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3900,Niagara,4213.228,135,"500,000 and over",13,162,252139.444,Niagara,35,Full-Year Resident,New York,19866.408,17858.96,2013,247791.216,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3901,Niagara,4213.228,135,"500,000 and over",13,162,252139.444,Niagara,35,Full-Year Resident,New York,19866.408,17858.96,2013,247791.216,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3902,Niagara,4213.228,135,"500,000 and over",13,162,252139.444,Niagara,35,Full-Year Resident,New York,19866.408,17858.96,2013,247791.216,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3903,Niagara,988673.395,46214.367,Total,14,99662,4214424.985,Niagara,35,Full-Year Resident,New York,186015.497,158671.68,2013,3212527.668,-1.41,Total,30.98,51014,15081,29.56,Niagara,29.19,2013
3904,Niagara,988673.395,46214.367,Total,14,99662,4214424.985,Niagara,35,Full-Year Resident,New York,186015.497,158671.68,2013,3212527.668,-2.17,Non-Dual,31.6,42230,12427,29.43,Niagara,29.59,2013
3905,Niagara,988673.395,46214.367,Total,14,99662,4214424.985,Niagara,35,Full-Year Resident,New York,186015.497,158671.68,2013,3212527.668,1.97,Dual,28.24,8784,2654,30.21,Niagara,25.28,2013
3906,Oneida,27140.09,0,"Under 5,000",1,17451,-188.901,Oneida,36,Full-Year Resident,New York,51.173,-1530.112,2013,1279.072,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3907,Oneida,27140.09,0,"Under 5,000",1,17451,-188.901,Oneida,36,Full-Year Resident,New York,51.173,-1530.112,2013,1279.072,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3908,Oneida,27140.09,0,"Under 5,000",1,17451,-188.901,Oneida,36,Full-Year Resident,New York,51.173,-1530.112,2013,1279.072,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3909,Oneida,61565.374,187.326,"5,000 - 9,999",2,9653,72017.118,Oneida,36,Full-Year Resident,New York,410.689,-1809.107,2013,10264.418,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3910,Oneida,61565.374,187.326,"5,000 - 9,999",2,9653,72017.118,Oneida,36,Full-Year Resident,New York,410.689,-1809.107,2013,10264.418,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3911,Oneida,61565.374,187.326,"5,000 - 9,999",2,9653,72017.118,Oneida,36,Full-Year Resident,New York,410.689,-1809.107,2013,10264.418,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3912,Oneida,149517.961,6177.546,"10,000 - 19,999",3,15812,235528.496,Oneida,36,Full-Year Resident,New York,3245.224,-4682.506,2013,79832.989,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3913,Oneida,149517.961,6177.546,"10,000 - 19,999",3,15812,235528.496,Oneida,36,Full-Year Resident,New York,3245.224,-4682.506,2013,79832.989,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3914,Oneida,149517.961,6177.546,"10,000 - 19,999",3,15812,235528.496,Oneida,36,Full-Year Resident,New York,3245.224,-4682.506,2013,79832.989,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3915,Oneida,142122.817,8399.401,"20,000 - 29,999",4,13569,337077.36,Oneida,36,Full-Year Resident,New York,8283.162,1490.018,2013,186555.142,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3916,Oneida,142122.817,8399.401,"20,000 - 29,999",4,13569,337077.36,Oneida,36,Full-Year Resident,New York,8283.162,1490.018,2013,186555.142,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3917,Oneida,142122.817,8399.401,"20,000 - 29,999",4,13569,337077.36,Oneida,36,Full-Year Resident,New York,8283.162,1490.018,2013,186555.142,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3918,Oneida,109873.067,6017.653,"30,000 - 39,999",5,9955,344959.957,Oneida,36,Full-Year Resident,New York,11034.529,7825.161,2013,229069.237,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3919,Oneida,109873.067,6017.653,"30,000 - 39,999",5,9955,344959.957,Oneida,36,Full-Year Resident,New York,11034.529,7825.161,2013,229069.237,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3920,Oneida,109873.067,6017.653,"30,000 - 39,999",5,9955,344959.957,Oneida,36,Full-Year Resident,New York,11034.529,7825.161,2013,229069.237,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3921,Oneida,82532.937,4109.878,"40,000 - 49,999",6,7017,313930.133,Oneida,36,Full-Year Resident,New York,11573.932,10155.333,2013,227287.318,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3922,Oneida,82532.937,4109.878,"40,000 - 49,999",6,7017,313930.133,Oneida,36,Full-Year Resident,New York,11573.932,10155.333,2013,227287.318,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3923,Oneida,82532.937,4109.878,"40,000 - 49,999",6,7017,313930.133,Oneida,36,Full-Year Resident,New York,11573.932,10155.333,2013,227287.318,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3924,Oneida,69314.46,3644,"50,000 - 59,999",7,5424,297481.749,Oneida,36,Full-Year Resident,New York,11802.187,10675.633,2013,224523.289,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3925,Oneida,69314.46,3644,"50,000 - 59,999",7,5424,297481.749,Oneida,36,Full-Year Resident,New York,11802.187,10675.633,2013,224523.289,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3926,Oneida,69314.46,3644,"50,000 - 59,999",7,5424,297481.749,Oneida,36,Full-Year Resident,New York,11802.187,10675.633,2013,224523.289,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3927,Oneida,86124.911,4765,"60,000 - 74,999",8,6176,414292.189,Oneida,36,Full-Year Resident,New York,17545.99,16089.627,2013,323402.278,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3928,Oneida,86124.911,4765,"60,000 - 74,999",8,6176,414292.189,Oneida,36,Full-Year Resident,New York,17545.99,16089.627,2013,323402.278,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3929,Oneida,86124.911,4765,"60,000 - 74,999",8,6176,414292.189,Oneida,36,Full-Year Resident,New York,17545.99,16089.627,2013,323402.278,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3930,Oneida,104665.74,6137,"75,000 - 99,999",9,6764,583362.732,Oneida,36,Full-Year Resident,New York,26523.638,24785.317,2013,472559.992,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3931,Oneida,104665.74,6137,"75,000 - 99,999",9,6764,583362.732,Oneida,36,Full-Year Resident,New York,26523.638,24785.317,2013,472559.992,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3932,Oneida,104665.74,6137,"75,000 - 99,999",9,6764,583362.732,Oneida,36,Full-Year Resident,New York,26523.638,24785.317,2013,472559.992,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3933,Oneida,131859.977,8338,"100,000 - 199,999",10,7399,962599.075,Oneida,36,Full-Year Resident,New York,50862.686,48847.655,2013,822401.098,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3934,Oneida,131859.977,8338,"100,000 - 199,999",10,7399,962599.075,Oneida,36,Full-Year Resident,New York,50862.686,48847.655,2013,822401.098,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3935,Oneida,131859.977,8338,"100,000 - 199,999",10,7399,962599.075,Oneida,36,Full-Year Resident,New York,50862.686,48847.655,2013,822401.098,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3936,Oneida,12770.611,680,"200,000 - 249,999",11,574,127432.516,Oneida,36,Full-Year Resident,New York,7583.022,7388.543,2013,113981.905,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3937,Oneida,12770.611,680,"200,000 - 249,999",11,574,127432.516,Oneida,36,Full-Year Resident,New York,7583.022,7388.543,2013,113981.905,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3938,Oneida,12770.611,680,"200,000 - 249,999",11,574,127432.516,Oneida,36,Full-Year Resident,New York,7583.022,7388.543,2013,113981.905,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3939,Oneida,15831.603,671,"250,000 - 499,999",12,663,221422.957,Oneida,36,Full-Year Resident,New York,13851.609,12962.098,2013,204920.354,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3940,Oneida,15831.603,671,"250,000 - 499,999",12,663,221422.957,Oneida,36,Full-Year Resident,New York,13851.609,12962.098,2013,204920.354,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3941,Oneida,15831.603,671,"250,000 - 499,999",12,663,221422.957,Oneida,36,Full-Year Resident,New York,13851.609,12962.098,2013,204920.354,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3942,Oneida,8402.317,332,"500,000 and over",13,282,280894.169,Oneida,36,Full-Year Resident,New York,20181.252,17589.487,2013,272159.852,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3943,Oneida,8402.317,332,"500,000 and over",13,282,280894.169,Oneida,36,Full-Year Resident,New York,20181.252,17589.487,2013,272159.852,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3944,Oneida,8402.317,332,"500,000 and over",13,282,280894.169,Oneida,36,Full-Year Resident,New York,20181.252,17589.487,2013,272159.852,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3945,Oneida,1001721.865,49458.804,Total,14,100739,4190809.55,Oneida,36,Full-Year Resident,New York,182949.093,149787.147,2013,3168236.944,7.96,Non-Dual,29.9,58011,21967,37.87,Oneida,40.24,2013
3946,Oneida,1001721.865,49458.804,Total,14,100739,4190809.55,Oneida,36,Full-Year Resident,New York,182949.093,149787.147,2013,3168236.944,1.99,Dual,26.18,12590,3547,28.17,Oneida,25.43,2013
3947,Oneida,1001721.865,49458.804,Total,14,100739,4190809.55,Oneida,36,Full-Year Resident,New York,182949.093,149787.147,2013,3168236.944,6.96,Total,29.18,70601,25514,36.14,Oneida,37.88,2013
3948,Onondaga,52511.165,0,"Under 5,000",1,32833,-45844.789,Onondaga,37,Full-Year Resident,New York,124.875,-8792.995,2013,3119.417,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3949,Onondaga,52511.165,0,"Under 5,000",1,32833,-45844.789,Onondaga,37,Full-Year Resident,New York,124.875,-8792.995,2013,3119.417,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3950,Onondaga,52511.165,0,"Under 5,000",1,32833,-45844.789,Onondaga,37,Full-Year Resident,New York,124.875,-8792.995,2013,3119.417,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3951,Onondaga,116868.752,448.459,"5,000 - 9,999",2,18672,138874.867,Onondaga,37,Full-Year Resident,New York,862.557,-3331.253,2013,21557.656,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3952,Onondaga,116868.752,448.459,"5,000 - 9,999",2,18672,138874.867,Onondaga,37,Full-Year Resident,New York,862.557,-3331.253,2013,21557.656,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3953,Onondaga,116868.752,448.459,"5,000 - 9,999",2,18672,138874.867,Onondaga,37,Full-Year Resident,New York,862.557,-3331.253,2013,21557.656,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3954,Onondaga,280248.224,11526.95,"10,000 - 19,999",3,30328,448908.526,Onondaga,37,Full-Year Resident,New York,6389.159,-8052.772,2013,157133.352,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3955,Onondaga,280248.224,11526.95,"10,000 - 19,999",3,30328,448908.526,Onondaga,37,Full-Year Resident,New York,6389.159,-8052.772,2013,157133.352,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3956,Onondaga,280248.224,11526.95,"10,000 - 19,999",3,30328,448908.526,Onondaga,37,Full-Year Resident,New York,6389.159,-8052.772,2013,157133.352,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3957,Onondaga,260696.317,14460.61,"20,000 - 29,999",4,25507,633592.552,Onondaga,37,Full-Year Resident,New York,15994.61,4050.926,2013,358435.625,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3958,Onondaga,260696.317,14460.61,"20,000 - 29,999",4,25507,633592.552,Onondaga,37,Full-Year Resident,New York,15994.61,4050.926,2013,358435.625,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3959,Onondaga,260696.317,14460.61,"20,000 - 29,999",4,25507,633592.552,Onondaga,37,Full-Year Resident,New York,15994.61,4050.926,2013,358435.625,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3960,Onondaga,218536.695,11001.628,"30,000 - 39,999",5,20164,700876.557,Onondaga,37,Full-Year Resident,New York,22928.927,16934.208,2013,471338.234,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3961,Onondaga,218536.695,11001.628,"30,000 - 39,999",5,20164,700876.557,Onondaga,37,Full-Year Resident,New York,22928.927,16934.208,2013,471338.234,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3962,Onondaga,218536.695,11001.628,"30,000 - 39,999",5,20164,700876.557,Onondaga,37,Full-Year Resident,New York,22928.927,16934.208,2013,471338.234,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3963,Onondaga,170967.607,8030,"40,000 - 49,999",6,14713,658689.643,Onondaga,37,Full-Year Resident,New York,24672.764,21881.16,2013,479692.036,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3964,Onondaga,170967.607,8030,"40,000 - 49,999",6,14713,658689.643,Onondaga,37,Full-Year Resident,New York,24672.764,21881.16,2013,479692.036,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3965,Onondaga,170967.607,8030,"40,000 - 49,999",6,14713,658689.643,Onondaga,37,Full-Year Resident,New York,24672.764,21881.16,2013,479692.036,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3966,Onondaga,150752.139,7032,"50,000 - 59,999",7,11953,655025.093,Onondaga,37,Full-Year Resident,New York,26456.564,24183.443,2013,497240.954,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3967,Onondaga,150752.139,7032,"50,000 - 59,999",7,11953,655025.093,Onondaga,37,Full-Year Resident,New York,26456.564,24183.443,2013,497240.954,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3968,Onondaga,150752.139,7032,"50,000 - 59,999",7,11953,655025.093,Onondaga,37,Full-Year Resident,New York,26456.564,24183.443,2013,497240.954,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3969,Onondaga,192884.671,9867.399,"60,000 - 74,999",8,13806,927196.083,Onondaga,37,Full-Year Resident,New York,39574.521,36807.834,2013,724444.013,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3970,Onondaga,192884.671,9867.399,"60,000 - 74,999",8,13806,927196.083,Onondaga,37,Full-Year Resident,New York,39574.521,36807.834,2013,724444.013,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3971,Onondaga,192884.671,9867.399,"60,000 - 74,999",8,13806,927196.083,Onondaga,37,Full-Year Resident,New York,39574.521,36807.834,2013,724444.013,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3972,Onondaga,251503.393,14055,"75,000 - 99,999",9,15892,1377006.693,Onondaga,37,Full-Year Resident,New York,62593.546,58572.335,2013,1111448.3,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3973,Onondaga,251503.393,14055,"75,000 - 99,999",9,15892,1377006.693,Onondaga,37,Full-Year Resident,New York,62593.546,58572.335,2013,1111448.3,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3974,Onondaga,251503.393,14055,"75,000 - 99,999",9,15892,1377006.693,Onondaga,37,Full-Year Resident,New York,62593.546,58572.335,2013,1111448.3,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3975,Onondaga,407272.775,24440,"100,000 - 199,999",10,21528,2863264.085,Onondaga,37,Full-Year Resident,New York,151197.511,145131.3,2013,2431551.31,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3976,Onondaga,407272.775,24440,"100,000 - 199,999",10,21528,2863264.085,Onondaga,37,Full-Year Resident,New York,151197.511,145131.3,2013,2431551.31,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3977,Onondaga,407272.775,24440,"100,000 - 199,999",10,21528,2863264.085,Onondaga,37,Full-Year Resident,New York,151197.511,145131.3,2013,2431551.31,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3978,Onondaga,48333.694,2511,"200,000 - 249,999",11,2155,479068,Onondaga,37,Full-Year Resident,New York,28489.798,27575.994,2013,428223.306,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3979,Onondaga,48333.694,2511,"200,000 - 249,999",11,2155,479068,Onondaga,37,Full-Year Resident,New York,28489.798,27575.994,2013,428223.306,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3980,Onondaga,48333.694,2511,"200,000 - 249,999",11,2155,479068,Onondaga,37,Full-Year Resident,New York,28489.798,27575.994,2013,428223.306,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3981,Onondaga,67149.899,3237,"250,000 - 499,999",12,2743,917184.15,Onondaga,37,Full-Year Resident,New York,57218.715,54023.006,2013,846797.251,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3982,Onondaga,67149.899,3237,"250,000 - 499,999",12,2743,917184.15,Onondaga,37,Full-Year Resident,New York,57218.715,54023.006,2013,846797.251,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3983,Onondaga,67149.899,3237,"250,000 - 499,999",12,2743,917184.15,Onondaga,37,Full-Year Resident,New York,57218.715,54023.006,2013,846797.251,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3984,Onondaga,31771.581,1296,"500,000 and over",13,1051,1197004.288,Onondaga,37,Full-Year Resident,New York,87540.424,72070.722,2013,1163936.707,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3985,Onondaga,31771.581,1296,"500,000 and over",13,1051,1197004.288,Onondaga,37,Full-Year Resident,New York,87540.424,72070.722,2013,1163936.707,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3986,Onondaga,31771.581,1296,"500,000 and over",13,1051,1197004.288,Onondaga,37,Full-Year Resident,New York,87540.424,72070.722,2013,1163936.707,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3987,Onondaga,2249496.912,107906.046,Total,14,211345,10950845.75,Onondaga,37,Full-Year Resident,New York,524043.971,441053.908,2013,8694918.161,-0.02,Non-Dual,32.06,93363,29908,32.03,Onondaga,31.76,2013
3988,Onondaga,2249496.912,107906.046,Total,14,211345,10950845.75,Onondaga,37,Full-Year Resident,New York,524043.971,441053.908,2013,8694918.161,8.3,Dual,27.35,16852,6008,35.65,Onondaga,30.81,2013
3989,Onondaga,2249496.912,107906.046,Total,14,211345,10950845.75,Onondaga,37,Full-Year Resident,New York,524043.971,441053.908,2013,8694918.161,1.28,Total,31.3,110215,35916,32.59,Onondaga,31.84,2013
3990,Ontario,12432.922,1,"Under 5,000",1,7897,-10280.893,Ontario,38,Full-Year Resident,New York,32.478,-598.498,2013,811.178,-10.43,Non-Dual,30.39,16156,3225,19.96,Ontario,20.88,2013
3991,Ontario,12432.922,1,"Under 5,000",1,7897,-10280.893,Ontario,38,Full-Year Resident,New York,32.478,-598.498,2013,811.178,-7.78,Total,29.76,19882,4369,21.97,Ontario,22.58,2013
3992,Ontario,12432.922,1,"Under 5,000",1,7897,-10280.893,Ontario,38,Full-Year Resident,New York,32.478,-598.498,2013,811.178,2.87,Dual,27.83,3726,1144,30.7,Ontario,26.08,2013
3993,Ontario,27723.856,83.422,"5,000 - 9,999",2,4526,33618.291,Ontario,38,Full-Year Resident,New York,232.488,-663.048,2013,5811.013,-10.43,Non-Dual,30.39,16156,3225,19.96,Ontario,20.88,2013
3994,Ontario,27723.856,83.422,"5,000 - 9,999",2,4526,33618.291,Ontario,38,Full-Year Resident,New York,232.488,-663.048,2013,5811.013,-7.78,Total,29.76,19882,4369,21.97,Ontario,22.58,2013
3995,Ontario,27723.856,83.422,"5,000 - 9,999",2,4526,33618.291,Ontario,38,Full-Year Resident,New York,232.488,-663.048,2013,5811.013,2.87,Dual,27.83,3726,1144,30.7,Ontario,26.08,2013
3996,Ontario,66944.982,2133.528,"10,000 - 19,999",3,7233,107554.796,Ontario,38,Full-Year Resident,New York,1566.123,-1212.196,2013,38476.286,-10.43,Non-Dual,30.39,16156,3225,19.96,Ontario,20.88,2013
